title,url
"대한항공-아시아나 기업결합, 최종문턱만 남았다…초대형 항공사 출범 초읽기",https://n.news.naver.com/mnews/article/029/0002855010
"정부, 쿠팡·11번가 긴급 소집 中알리 저가공세 대응책 논의",https://n.news.naver.com/mnews/article/009/0005258070
9부 능선 넘은 '메가항공사' 탄생 … 美 승인만 남았다,https://n.news.naver.com/mnews/article/009/0005258069
"대한항공·아시아나 유럽연합, 합병 승인",https://n.news.naver.com/mnews/article/009/0005258066
[속보] 미국 1월 소비자물가 전년 대비 3.1% 상승…예상치 웃돌아,https://n.news.naver.com/mnews/article/243/0000056321
"플랜트 조선 컨퍼런스 2024, 백범김구기념관서 21일 개최",https://n.news.naver.com/mnews/article/015/0004947995
"대한항공·아시아나 합병, 美만 남았다…`연 매출 20조` 조원태 꿈 이뤄지나",https://n.news.naver.com/mnews/article/029/0002855006
이제라도 추격매수? 이미 늦었나?…올해만 50% 뛴 ‘이 종목’ 전망은,https://n.news.naver.com/mnews/article/009/0005258056
대한항공·아시아나항공 합병 임박…미국 승인만 남아,https://n.news.naver.com/mnews/article/422/0000644614
포스코 개발 용접 기술 ‘네이처’ 실렸다,https://n.news.naver.com/mnews/article/032/0003278797
"요즘 외국인들이 한국 즐기는 법…단체 아닌 ‘따로’, 쇼핑보다 ‘체험’",https://n.news.naver.com/mnews/article/032/0003278796
"대한항공-아시아나 합병, EU 넘고 美만 남았다…‘완전 승인’ 조건은?",https://n.news.naver.com/mnews/article/243/0000056319
시총 1.4조 네카오 코인 탄생…클레이튼·핀시아 통합 확정,https://n.news.naver.com/mnews/article/018/0005672571
"삼성전자, 3월 말까지 ‘혼수·이사 특별 기획전’[포토뉴스]",https://n.news.naver.com/mnews/article/032/0003278793
"EU, 대한항공·아시아나 합병 승인…14개국 중 미국만 남아(종합2보)",https://n.news.naver.com/mnews/article/001/0014503293
"조원태의 '초대형 항공사' 꿈 눈앞...EU, 대한항공-아시아나항공 기업 결합 승인",https://n.news.naver.com/mnews/article/469/0000785208
"대한항공-아시아나 합병, EU 관문 넘었다",https://n.news.naver.com/mnews/article/014/0005141732
'K-메가 캐리어' 임박… 화물 매각·노선 확충 등 과제로,https://n.news.naver.com/mnews/article/014/0005141731
"EU, 대한항공·아시아나항공 '조건부' 합병 승인…美만 남아(종합)",https://n.news.naver.com/mnews/article/079/0003863160
개인배당 '부동의 1위'는 이재용 회장…195억 늘어난 배당수입은 얼마?,https://n.news.naver.com/mnews/article/011/0004299120
"연예인 꿈 꾸고 복권 샀다가 21.6억원 '대박'…""기부도 하겠다""",https://n.news.naver.com/mnews/article/008/0004998132
대한항공·아시아나 합병 EU 승인…미국만 남았다,https://n.news.naver.com/mnews/article/015/0004947984
"[데일리안 오늘뉴스 종합] ""부산특별법"", 가덕도신공항 본격 추진, 합병까지 '한걸음', 에이피알 공모가 25만원, 대구지하철참사 21주기 등",https://n.news.naver.com/mnews/article/119/0002799216
"EU, 대한항공-아시아나 합병 ‘조건부 승인’… 美만 남았다",https://n.news.naver.com/mnews/article/011/0004299116
"대한항공·아시아나 기업결합, EU 승인···미국만 남았다",https://n.news.naver.com/mnews/article/032/0003278756
"대한항공, 기업결합 EU '큰 산' 넘었다…""조건부 승인""",https://n.news.naver.com/mnews/article/031/0000812333
정용진 부회장의 ‘거침없는’ SNS에 높아지는 관심,https://n.news.naver.com/mnews/article/016/0002266028
"[속보] 미국만 남았다…EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/243/0000056318
향후 아시아나 마일리지는?…국제선 항공운임 상승 가능성도,https://n.news.naver.com/mnews/article/001/0014503265
美문턱만 남아…유럽 벽 넘은 대한항공·아시아나항공 기업결합,https://n.news.naver.com/mnews/article/417/0000981416
"""자율주행 버스·AI 돌봄 배워야""…독일, 한국 'AI 열풍' 조명",https://n.news.naver.com/mnews/article/015/0004947982
"EU집행위, 대한항공-아시아나 합병 조건부 승인",https://n.news.naver.com/mnews/article/003/0012371026
"EU, 대한항공·아시아나 합병 조건부 승인…美만 남았다",https://n.news.naver.com/mnews/article/629/0000266895
"EU, 대한항공·아시아나항공 '조건부' 합병 승인…美만 남아",https://n.news.naver.com/mnews/article/079/0003863157
'EU 벽' 넘은 대한항공-아시아나 합병…미국 승인만 남았다,https://n.news.naver.com/mnews/article/015/0004947981
"삼성리서치 아메리카, 미국 프린스턴대와 6G 연구개발 협력",https://n.news.naver.com/mnews/article/469/0000785205
"EU, 대한항공·아시아나 합병 승인",https://n.news.naver.com/mnews/article/421/0007349070
"EC, 대한항공·아시아나 합병 '조건부 승인'",https://n.news.naver.com/mnews/article/215/0001148243
"EU, 대한항공·아시아나 합병 조건부 승인…14개국 중 미국만 남아",https://n.news.naver.com/mnews/article/277/0005379293
"[속보] EU, 대한항공-아시아나항공 기업 결합 '조건부 승인'",https://n.news.naver.com/mnews/article/469/0000785204
[그래픽] 대한항공-아시아나 기업결합심사 국가별 현황,https://n.news.naver.com/mnews/article/001/0014503235
한진 조원태 회장의 꿈 ‘자산 42兆 메가 캐리어’ 눈앞,https://n.news.naver.com/mnews/article/366/0000970105
"EU, 협의 시작 3년만에 대한항공·아시아나 합병 승인…미국만 남았다",https://n.news.naver.com/mnews/article/016/0002266022
"EU, 대한항공·아시아나 합병 승인…美만 남았다",https://n.news.naver.com/mnews/article/018/0005672565
"대한항공·아시아나 합병, 9부 능선 넘었다… 美만 남아",https://n.news.naver.com/mnews/article/366/0000970104
"美관문만 남은 대한항공·아시아나 합병…""독과점 우려 해소중""",https://n.news.naver.com/mnews/article/001/0014503232
"대한항공, 아시아나 품고 '세계 10위권 메가캐리어' 성큼",https://n.news.naver.com/mnews/article/001/0014503231
"EU, 대한항공·아시아나 합병 승인…14개국 중 미국만 남아(종합)",https://n.news.naver.com/mnews/article/001/0014503230
"대한항공-아시아나, 통합 항공사 출범시 기대되는 시너지는?",https://n.news.naver.com/mnews/article/003/0012370999
"최대 고비 EU 넘었다…'메가 항공' 비상까지 단 한걸음, 남은 과제는?",https://n.news.naver.com/mnews/article/008/0004998126
"초대형 항공사 탄생 임박…조원태 회장, 위기관리 능력 재조명",https://n.news.naver.com/mnews/article/003/0012370991
대한항공·아시아나항공 합병 임박…미국 승인만 남아,https://n.news.naver.com/mnews/article/422/0000644594
EU 조건부 승인 따낸 대한항공… 합병까지 '한걸음' 남았다,https://n.news.naver.com/mnews/article/119/0002799209
"EU, 대한항공·아시아나항공 기업결합 승인…美 남았다",https://n.news.naver.com/mnews/article/008/0004998125
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인…미국만 남아",https://n.news.naver.com/mnews/article/021/0002621078
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/011/0004299111
9부 능선 넘은 대한항공-아시아나 합병…직원들 반응은?,https://n.news.naver.com/mnews/article/003/0012370985
"SNS서 활발한 '용진이형', 자신 향한 비판 기사 두고 '버럭'",https://n.news.naver.com/mnews/article/469/0000785201
"[속보] EU, 대한항공·아시아나 기업결합 조건부 승인…9부 능선 넘었다",https://n.news.naver.com/mnews/article/016/0002266017
"대한항공, '기업결합' EU도 통과…14개국중 13개국 완료",https://n.news.naver.com/mnews/article/003/0012370978
"[속보] EU, '대한항공·아시아나항공 합병' 조건부 승인…美만 남아",https://n.news.naver.com/mnews/article/031/0000812328
IBK기업銀 89개 거래기업… CES서 혁신상 106개 수상,https://n.news.naver.com/mnews/article/022/0003903925
"美·EU, 中 핵심광물 의존도 낮춘다",https://n.news.naver.com/mnews/article/029/0002854999
"[속보] EU ""대한항공, 약속한 시정조치 완전 이행해야 최종 승인""",https://n.news.naver.com/mnews/article/015/0004947977
‘저PBR주’ 성과 요인 분석 리포트…“2024년 행동주의 활발히 활동할 가능성 높아”,https://n.news.naver.com/mnews/article/050/0000071784
"EU 경쟁당국, 대한항공-아시아나 합병 조건부 승인",https://n.news.naver.com/mnews/article/008/0004998122
[일지] 대한항공-아시아나 합병 어디까지 왔나…미국만 남아,https://n.news.naver.com/mnews/article/421/0007349040
“한국차 여기서 속수무책이라던데”…나홀로 잘나가는 이 회사 비결은,https://n.news.naver.com/mnews/article/009/0005258029
'큰 산' 유럽 넘은 대한항공…마무리까지 남은 숙제는,https://n.news.naver.com/mnews/article/421/0007349039
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/629/0000266891
"[속보]EU, 대한항공·아시아나항공 합병 승인",https://n.news.naver.com/mnews/article/079/0003863156
"[속보] EU, 대한항공·아시아나항공 기업결합 '조건부 승인'",https://n.news.naver.com/mnews/article/119/0002799207
"EU, 대한항공·아시아나 합병 ‘조건부 승인’... 미국만 남아",https://n.news.naver.com/mnews/article/023/0003816426
"EU, 대한항공·아시아나 합병 승인…'메가캐리어' 한걸음 남았다",https://n.news.naver.com/mnews/article/421/0007349037
"[속보] EU ""대한항공·아시아나 합병 승인""…'메가항공사' 탄생하나",https://n.news.naver.com/mnews/article/015/0004947975
"[속보] EU, 대한항공·아시아나 기업결합 ‘조건부 승인’",https://n.news.naver.com/mnews/article/032/0003278734
"EU 경쟁당국, 대한항공-아시아나항공 합병 승인",https://n.news.naver.com/mnews/article/366/0000970102
"[속보]EU, '대한항공·아시아나항공 합병' 조건부 승인",https://n.news.naver.com/mnews/article/003/0012370976
"[2보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/001/0014503188
'K-메가 캐리어' 탄생 임박...남은 과제는,https://n.news.naver.com/mnews/article/014/0005141728
"“삼성, 난리 나겠네” 한국인, 190만원 아이폰 타령 ‘역대급’",https://n.news.naver.com/mnews/article/016/0002266015
'가장 큰 산' EU도 넘었다...메가캐리어 초읽기,https://n.news.naver.com/mnews/article/014/0005141727
"[속보] EU, 대항항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/016/0002266014
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/015/0004947974
"[속보] EU ""대한항공, 약속한 시정조치 완전 이행해야 최종 승인""",https://n.news.naver.com/mnews/article/001/0014503187
"EU, 대한항공·아시아나 합병 승인…미국만 남아",https://n.news.naver.com/mnews/article/215/0001148238
"[속보] EU, 대한항공-아시아나 기업결합 승인…美만 남았다",https://n.news.naver.com/mnews/article/421/0007349036
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/015/0004947973
"[속보] EU, 대한항공-아시아나항공 합병 조건부 승인",https://n.news.naver.com/mnews/article/014/0005141726
"[속보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/009/0005258026
"[1보] EU, 대한항공·아시아나항공 기업결합 조건부 승인",https://n.news.naver.com/mnews/article/001/0014503172
"단통법 폐지·과기의전원 신설·국가 R&D…‘현안 산적’ 과기정통부, 입장은?",https://n.news.naver.com/mnews/article/243/0000056316
"대한항공-아시아나항공, 최대 고비 '유럽 기업결합 심사' 결과 코앞",https://n.news.naver.com/mnews/article/469/0000785199
"8인치 파운드리 불황에...DB하이텍, 지난해 영업이익 전년比 65.4% '뚝'",https://n.news.naver.com/mnews/article/014/0005141721
고기보다 좋은 대안肉… 지구촌 ‘새 먹거리’ 공략 [연중기획-K브랜드 리포트],https://n.news.naver.com/mnews/article/022/0003903909
외식 메뉴까지 식물성 재료… 맛도 건강도 多 잡은 ‘채식 맛집’ [연중기획-K브랜드 리포트],https://n.news.naver.com/mnews/article/022/0003903908
'전력수급계획' 곧 나온다…신규 원전 몇 기 포함되나[이정주의 질문],https://n.news.naver.com/mnews/article/079/0003863151
HD현대 뉴질랜드 여객선 2척 건조계약 해지… 4169억원 규모,https://n.news.naver.com/mnews/article/366/0000970100
라인게임즈가 선보인 '창세기전 모바일'은 어떤 모습?[해봤어요],https://n.news.naver.com/mnews/article/243/0000056315
"HK이노엔, 작년 영업이익 659억원… 전년보다 25.% 늘어",https://n.news.naver.com/mnews/article/366/0000970099
제네시스도 하이브리드 나온다...‘ALL 전기차’ 전략 수정,https://n.news.naver.com/mnews/article/023/0003816425
"최대집 전 의협 회장, '사직서 수리 금지 명령' 복지부 장·차관 고발",https://n.news.naver.com/mnews/article/277/0005379281
"현대차그룹 美전기차공장, 올해 10월부터 가동",https://n.news.naver.com/mnews/article/011/0004299103
차기 무협 회장 윤진식… 3년 만에 관료 출신,https://n.news.naver.com/mnews/article/005/0001673705
"현대미포조선, 페리 2척 건조 계약 취소…4169억 규모",https://n.news.naver.com/mnews/article/018/0005672538
"김동선 성과급 반납에, 임원들도 줄줄이…",https://n.news.naver.com/mnews/article/469/0000785183
"GC녹십자, 마성훈 RED본부장 영입",https://n.news.naver.com/mnews/article/014/0005141700
"GC녹십자, 마성훈 R&D부문 RED본부장 영입",https://n.news.naver.com/mnews/article/366/0000970096
애플이 가장 큰 고객인데…다각화 필요한 LG이노텍,https://n.news.naver.com/mnews/article/015/0004947929
출장 또 출장…최태원 '광폭 행보',https://n.news.naver.com/mnews/article/015/0004947926
"유진이엔티, 3219억 유상증자…YTN 주식 1300만 주 취득",https://n.news.naver.com/mnews/article/011/0004299098
김주희 인벤티지랩 대표 “연속 공정에 최적화된 ‘핸디-G’ 곧 공개…구독모델도 제공할 것”,https://n.news.naver.com/mnews/article/011/0004299097
"GC녹십자웰빙, 메디컬 솔루션 바이오 기업으로 탈바꿈",https://n.news.naver.com/mnews/article/366/0000970093
"에코비트, IB실사 돌입…3조 몸값 '동상이몽'[시그널]",https://n.news.naver.com/mnews/article/011/0004299096
"눈코 즐거운 봄꽃 ‘프리지어’, 색색깔 분화로 만나요",https://n.news.naver.com/mnews/article/662/0000037500
"[POWER COMPANY] 구자은 ""과감한 실행력 중요""… `배·전·반` 앞세워 신사업 드라이브",https://n.news.naver.com/mnews/article/029/0002854972
차기 무역협회장에 윤진식 前장관 추대,https://n.news.naver.com/mnews/article/015/0004947921
[단독] 전략 바꾼 제네시스 '초강수'…하이브리드 내놓는다,https://n.news.naver.com/mnews/article/015/0004947918
